Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
huoque-womens-light-padded-bra,Huoque Women's Light Padded Bra,"<div>
<span>Upgrade your lingerie collection with this stunning bra designed to combine elegance &amp; comfort. Adjustable Back – with hooks, steps to free and adjust yourself comfortably in case of weight gain or loss.</span><span></span>
</div>
<div>
<span></span><br>
</div>
<div>
<div><strong>Features:</strong></div>
<ul>
<li>Full coverage</li>
<li>Lightly padded<br>
</li>
<li class="""">Adjustable straps for a customized fit</li>
<li class="""">Lightweight feel with lasting durability</li>
<li class="""">Gentle on the skin</li>
</ul>
</div>
<p><strong>Fabric:</strong></p>
<ul>
<li>59.2% Nylon</li>
<li>33.1% Polyester</li>
<li>5.2% Spandex</li>
<li>2.5% fibers</li>
</ul>
<p><strong>Note:</strong><em><span> </span>To find your perfect band size, measure around your ribcage, just under your bust, keeping the tape comfortably snug. If the measurement is an even number, that’s your band size. If it's an odd number, round up to the next even number for the best fit.</em></p>",Cash Purchase Kamran Mushtaq,Women's Lingerie,['cash'],TRUE,Color,Light Turquoise,Band Size,38,,,49221-Light Turquoise-38,28,,0,deny,manual,599.00,,TRUE,FALSE,,,,FALSE,,,,,,,,,,,,,,,,,,,
huoque-womens-light-padded-bra,Huoque Women's Light Padded Bra,"<div>
<span>Upgrade your lingerie collection with this stunning bra designed to combine elegance &amp; comfort. Adjustable Back – with hooks, steps to free and adjust yourself comfortably in case of weight gain or loss.</span><span></span>
</div>
<div>
<span></span><br>
</div>
<div>
<div><strong>Features:</strong></div>
<ul>
<li>Full coverage</li>
<li>Lightly padded<br>
</li>
<li class="""">Adjustable straps for a customized fit</li>
<li class="""">Lightweight feel with lasting durability</li>
<li class="""">Gentle on the skin</li>
</ul>
</div>
<p><strong>Fabric:</strong></p>
<ul>
<li>59.2% Nylon</li>
<li>33.1% Polyester</li>
<li>5.2% Spandex</li>
<li>2.5% fibers</li>
</ul>
<p><strong>Note:</strong><em><span> </span>To find your perfect band size, measure around your ribcage, just under your bust, keeping the tape comfortably snug. If the measurement is an even number, that’s your band size. If it's an odd number, round up to the next even number for the best fit.</em></p>",Cash Purchase Kamran Mushtaq,Women's Lingerie,['cash'],TRUE,Color,Light Turquoise,Band Size,40,,,49221-Light Turquoise-40,28,,0,deny,manual,599.00,,TRUE,FALSE,,,,FALSE,,,,,,,,,,,,,,,,,,,
huoque-womens-light-padded-bra,Huoque Women's Light Padded Bra,"<div>
<span>Upgrade your lingerie collection with this stunning bra designed to combine elegance &amp; comfort. Adjustable Back – with hooks, steps to free and adjust yourself comfortably in case of weight gain or loss.</span><span></span>
</div>
<div>
<span></span><br>
</div>
<div>
<div><strong>Features:</strong></div>
<ul>
<li>Full coverage</li>
<li>Lightly padded<br>
</li>
<li class="""">Adjustable straps for a customized fit</li>
<li class="""">Lightweight feel with lasting durability</li>
<li class="""">Gentle on the skin</li>
</ul>
</div>
<p><strong>Fabric:</strong></p>
<ul>
<li>59.2% Nylon</li>
<li>33.1% Polyester</li>
<li>5.2% Spandex</li>
<li>2.5% fibers</li>
</ul>
<p><strong>Note:</strong><em><span> </span>To find your perfect band size, measure around your ribcage, just under your bust, keeping the tape comfortably snug. If the measurement is an even number, that’s your band size. If it's an odd number, round up to the next even number for the best fit.</em></p>",Cash Purchase Kamran Mushtaq,Women's Lingerie,['cash'],TRUE,Color,Light Turquoise,Band Size,42,,,49221-Light Turquoise-42,28,,0,deny,manual,599.00,,TRUE,FALSE,,,,FALSE,,,,,,,,,,,,,,,,,,,
cut-label-mens-jacquard-johnny-collar-polo-shirt,Men's Short Sleeve Jacquard Textured Polo Shirt,"<p><span>Crafted from premium imported fabric, this shirt offers exceptional softness, durability, &amp; a refined finish. Designed for lasting comfort &amp; a polished look, it brings international-quality craftsmanship to your everyday wardrobe.</span></p>
<p>To respect the brand’s privacy and prevent unauthorized resale under their name, we remove or ""cut"" the label that contains the brand name.</p>
<p><strong>Features:</strong></p>
<ul>
<li>Textured</li>
<li>Johnny collar</li>
<li>Regular fit</li>
<li>Lightweight<br>
</li>
<li>Stretchable</li>
<li>Hemmed cuffs &amp; bottom<br>
</li>
</ul>
<p><strong>Fabric: </strong>PC, Jacquard</p>",First Choice Garments (Sale Basis),Men's Polo Shirt,"['consignment', 'meta-product-guide-49597']",TRUE,Color,Grey,Size,S,,,FTC49601-Grey-S,264,,0,deny,manual,2499.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0671/0621/files/CutLabelMen_sPolyesterJacquardPoloShirt_1.jpg?v=1781096851,1,FALSE,,,,,,,,,,,,,,,,,,,
cut-label-mens-jacquard-johnny-collar-polo-shirt,Men's Short Sleeve Jacquard Textured Polo Shirt,"<p><span>Crafted from premium imported fabric, this shirt offers exceptional softness, durability, &amp; a refined finish. Designed for lasting comfort &amp; a polished look, it brings international-quality craftsmanship to your everyday wardrobe.</span></p>
<p>To respect the brand’s privacy and prevent unauthorized resale under their name, we remove or ""cut"" the label that contains the brand name.</p>
<p><strong>Features:</strong></p>
<ul>
<li>Textured</li>
<li>Johnny collar</li>
<li>Regular fit</li>
<li>Lightweight<br>
</li>
<li>Stretchable</li>
<li>Hemmed cuffs &amp; bottom<br>
</li>
</ul>
<p><strong>Fabric: </strong>PC, Jacquard</p>",First Choice Garments (Sale Basis),Men's Polo Shirt,"['consignment', 'meta-product-guide-49597']",TRUE,Color,Grey,Size,M,,,FTC49601-Grey-M,264,,0,deny,manual,2499.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0671/0621/files/CutLabelMen_sPolyesterJacquardPoloShirt_4.jpg?v=1781096801,2,FALSE,,,,,,,,,,,,,,,,,,,
cut-label-mens-jacquard-johnny-collar-polo-shirt,Men's Short Sleeve Jacquard Textured Polo Shirt,"<p><span>Crafted from premium imported fabric, this shirt offers exceptional softness, durability, &amp; a refined finish. Designed for lasting comfort &amp; a polished look, it brings international-quality craftsmanship to your everyday wardrobe.</span></p>
<p>To respect the brand’s privacy and prevent unauthorized resale under their name, we remove or ""cut"" the label that contains the brand name.</p>
<p><strong>Features:</strong></p>
<ul>
<li>Textured</li>
<li>Johnny collar</li>
<li>Regular fit</li>
<li>Lightweight<br>
</li>
<li>Stretchable</li>
<li>Hemmed cuffs &amp; bottom<br>
</li>
</ul>
<p><strong>Fabric: </strong>PC, Jacquard</p>",First Choice Garments (Sale Basis),Men's Polo Shirt,"['consignment', 'meta-product-guide-49597']",TRUE,Color,Grey,Size,L,,,FTC49601-Grey-L,264,,0,deny,manual,2499.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0671/0621/files/CutLabelMen_sPolyesterJacquardPoloShirt_2.jpg?v=1781096957,3,FALSE,,,,,,,,,,,,,,,,,,,
cut-label-mens-jacquard-johnny-collar-polo-shirt,Men's Short Sleeve Jacquard Textured Polo Shirt,"<p><span>Crafted from premium imported fabric, this shirt offers exceptional softness, durability, &amp; a refined finish. Designed for lasting comfort &amp; a polished look, it brings international-quality craftsmanship to your everyday wardrobe.</span></p>
<p>To respect the brand’s privacy and prevent unauthorized resale under their name, we remove or ""cut"" the label that contains the brand name.</p>
<p><strong>Features:</strong></p>
<ul>
<li>Textured</li>
<li>Johnny collar</li>
<li>Regular fit</li>
<li>Lightweight<br>
</li>
<li>Stretchable</li>
<li>Hemmed cuffs &amp; bottom<br>
</li>
</ul>
<p><strong>Fabric: </strong>PC, Jacquard</p>",First Choice Garments (Sale Basis),Men's Polo Shirt,"['consignment', 'meta-product-guide-49597']",TRUE,Color,Grey,Size,XL,,,FTC49601-Grey-XL,264,,0,deny,manual,2499.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0671/0621/files/CutLabelMen_sPolyesterJacquardPoloShirt_5.jpg?v=1781096944,4,FALSE,,,,,,,,,,,,,,,,,,,
womens-butterfly-stretchable-bra,Women's Butterfly Stretchable Bra,"<div><span>Adjustable Back – with three hooks, steps to free and adjust yourself comfortably in case of weight gain or loss.</span></div>
<div><strong>Features:</strong></div>
<ul>
<li class="""">Stretchable</li>
<li class="""">Comfort U design for stay-in-place straps</li>
<li class="""">Full frame helps provide support<br>
</li>
<li class="""">Fully adjustable straps for a personalized fit</li>
</ul>
<p><strong>Fabric:</strong> Cotton, Lycra</p>
<p><strong><em>Note:<span> </span></em></strong><em>To find your perfect band size, measure around your ribcage, just under your bust, keeping the tape comfortably snug. If the measurement is an even number, that’s your band size. If it's an odd number, round up to the next even number for the best fit.</em></p>",Three A Brother (Sale Basis),Women's Lingerie,['consignment'],TRUE,Color,Skin,Band Size,32,,,TAB49078-Skin-32,72,,0,deny,manual,399.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0671/0621/files/DSC04452_8165ddef-276c-4034-a997-6629770da8fb.jpg?v=1776074770,1,FALSE,,,,,,,,,,,,,,,,,,,
womens-butterfly-stretchable-bra,Women's Butterfly Stretchable Bra,"<div><span>Adjustable Back – with three hooks, steps to free and adjust yourself comfortably in case of weight gain or loss.</span></div>
<div><strong>Features:</strong></div>
<ul>
<li class="""">Stretchable</li>
<li class="""">Comfort U design for stay-in-place straps</li>
<li class="""">Full frame helps provide support<br>
</li>
<li class="""">Fully adjustable straps for a personalized fit</li>
</ul>
<p><strong>Fabric:</strong> Cotton, Lycra</p>
<p><strong><em>Note:<span> </span></em></strong><em>To find your perfect band size, measure around your ribcage, just under your bust, keeping the tape comfortably snug. If the measurement is an even number, that’s your band size. If it's an odd number, round up to the next even number for the best fit.</em></p>",Three A Brother (Sale Basis),Women's Lingerie,['consignment'],TRUE,Color,Skin,Band Size,34,,,TAB49078-Skin-34,72,,0,deny,manual,399.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0671/0621/files/DSC04453_3a48e075-3ff1-4098-b180-4600bb2af057.jpg?v=1776074738,2,FALSE,,,,,,,,,,,,,,,,,,,
womens-butterfly-stretchable-bra,Women's Butterfly Stretchable Bra,"<div><span>Adjustable Back – with three hooks, steps to free and adjust yourself comfortably in case of weight gain or loss.</span></div>
<div><strong>Features:</strong></div>
<ul>
<li class="""">Stretchable</li>
<li class="""">Comfort U design for stay-in-place straps</li>
<li class="""">Full frame helps provide support<br>
</li>
<li class="""">Fully adjustable straps for a personalized fit</li>
</ul>
<p><strong>Fabric:</strong> Cotton, Lycra</p>
<p><strong><em>Note:<span> </span></em></strong><em>To find your perfect band size, measure around your ribcage, just under your bust, keeping the tape comfortably snug. If the measurement is an even number, that’s your band size. If it's an odd number, round up to the next even number for the best fit.</em></p>",Three A Brother (Sale Basis),Women's Lingerie,['consignment'],TRUE,Color,Skin,Band Size,36,,,TAB49078-Skin-36,72,,0,deny,manual,399.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0671/0621/files/DSC04454_42ee9834-0545-4660-ad26-8c11b2a0fa78.jpg?v=1776074767,3,FALSE,,,,,,,,,,,,,,,,,,,
womens-butterfly-stretchable-bra,Women's Butterfly Stretchable Bra,"<div><span>Adjustable Back – with three hooks, steps to free and adjust yourself comfortably in case of weight gain or loss.</span></div>
<div><strong>Features:</strong></div>
<ul>
<li class="""">Stretchable</li>
<li class="""">Comfort U design for stay-in-place straps</li>
<li class="""">Full frame helps provide support<br>
</li>
<li class="""">Fully adjustable straps for a personalized fit</li>
</ul>
<p><strong>Fabric:</strong> Cotton, Lycra</p>
<p><strong><em>Note:<span> </span></em></strong><em>To find your perfect band size, measure around your ribcage, just under your bust, keeping the tape comfortably snug. If the measurement is an even number, that’s your band size. If it's an odd number, round up to the next even number for the best fit.</em></p>",Three A Brother (Sale Basis),Women's Lingerie,['consignment'],TRUE,Color,Skin,Band Size,38,,,TAB49078-Skin-38,72,,0,deny,manual,399.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0671/0621/files/DSC04455_a51ef70e-f25f-45d6-a702-6d0617ef441c.jpg?v=1776074750,4,FALSE,,,,,,,,,,,,,,,,,,,
womens-butterfly-stretchable-bra,Women's Butterfly Stretchable Bra,"<div><span>Adjustable Back – with three hooks, steps to free and adjust yourself comfortably in case of weight gain or loss.</span></div>
<div><strong>Features:</strong></div>
<ul>
<li class="""">Stretchable</li>
<li class="""">Comfort U design for stay-in-place straps</li>
<li class="""">Full frame helps provide support<br>
</li>
<li class="""">Fully adjustable straps for a personalized fit</li>
</ul>
<p><strong>Fabric:</strong> Cotton, Lycra</p>
<p><strong><em>Note:<span> </span></em></strong><em>To find your perfect band size, measure around your ribcage, just under your bust, keeping the tape comfortably snug. If the measurement is an even number, that’s your band size. If it's an odd number, round up to the next even number for the best fit.</em></p>",Three A Brother (Sale Basis),Women's Lingerie,['consignment'],TRUE,Color,Skin,Band Size,40,,,TAB49078-Skin-40,72,,0,deny,manual,399.00,,TRUE,FALSE,,,,FALSE,,,,,,,,,,,,,,,,,,,
womens-butterfly-stretchable-bra,Women's Butterfly Stretchable Bra,"<div><span>Adjustable Back – with three hooks, steps to free and adjust yourself comfortably in case of weight gain or loss.</span></div>
<div><strong>Features:</strong></div>
<ul>
<li class="""">Stretchable</li>
<li class="""">Comfort U design for stay-in-place straps</li>
<li class="""">Full frame helps provide support<br>
</li>
<li class="""">Fully adjustable straps for a personalized fit</li>
</ul>
<p><strong>Fabric:</strong> Cotton, Lycra</p>
<p><strong><em>Note:<span> </span></em></strong><em>To find your perfect band size, measure around your ribcage, just under your bust, keeping the tape comfortably snug. If the measurement is an even number, that’s your band size. If it's an odd number, round up to the next even number for the best fit.</em></p>",Three A Brother (Sale Basis),Women's Lingerie,['consignment'],TRUE,Color,Skin,Band Size,42,,,TAB49078-Skin-42,72,,0,deny,manual,399.00,,TRUE,FALSE,,,,FALSE,,,,,,,,,,,,,,,,,,,
kids-legging,Kid's Basic Minor Fault Trousers,"<div>
<span></span><strong>What is the fault?</strong><br data-mce-fragment=""1""><span>We really can't tell, each garment has a different minor fault. But one thing we can tell is that it is minor and hardly noticeable. Rest assured that if you don't like the product or think it is more faulty than you had thought - simply return it under our legendary ""30 Days No Questions Asked Money-Back Guarantee"".</span>
</div>
<div><strong>Details:</strong></div>
<ul>
<li>
<span>Elasticated waist</span><br>
</li>
<li><span>Hemmed bottom</span></li>
<li><span>Gentle for skin</span></li>
<li><span>Two side pockets</span></li>
<li><span>Regular fit</span></li>
<li><span>Durable stitching</span></li>
</ul>
<p><strong>Fabric: </strong>Cotton , Single jersey</p>",Ibrahim Traders ( SALE BASIS ),Minor Fault,"['consignment', 'meta-product-guide-46815']",TRUE,Color,Skin,Size,3 Years,,,IMT46815-B-Skin-3 Years,98,,0,deny,manual,499.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0671/0621/files/001e.jpg?v=1755860035,1,FALSE,,,,,,,,,,,,,,,,,,,
kids-legging,Kid's Basic Minor Fault Trousers,"<div>
<span></span><strong>What is the fault?</strong><br data-mce-fragment=""1""><span>We really can't tell, each garment has a different minor fault. But one thing we can tell is that it is minor and hardly noticeable. Rest assured that if you don't like the product or think it is more faulty than you had thought - simply return it under our legendary ""30 Days No Questions Asked Money-Back Guarantee"".</span>
</div>
<div><strong>Details:</strong></div>
<ul>
<li>
<span>Elasticated waist</span><br>
</li>
<li><span>Hemmed bottom</span></li>
<li><span>Gentle for skin</span></li>
<li><span>Two side pockets</span></li>
<li><span>Regular fit</span></li>
<li><span>Durable stitching</span></li>
</ul>
<p><strong>Fabric: </strong>Cotton , Single jersey</p>",Ibrahim Traders ( SALE BASIS ),Minor Fault,"['consignment', 'meta-product-guide-46815']",TRUE,Color,Skin,Size,4 Years,,,IMT46815-B-Skin-4 Years,98,,0,deny,manual,499.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0671/0621/files/e65r_00737636-e68c-4738-a39f-673802e0cb3a.jpg?v=1755860035,2,FALSE,,,,,,,,,,,,,,,,,,,
kids-legging,Kid's Basic Minor Fault Trousers,"<div>
<span></span><strong>What is the fault?</strong><br data-mce-fragment=""1""><span>We really can't tell, each garment has a different minor fault. But one thing we can tell is that it is minor and hardly noticeable. Rest assured that if you don't like the product or think it is more faulty than you had thought - simply return it under our legendary ""30 Days No Questions Asked Money-Back Guarantee"".</span>
</div>
<div><strong>Details:</strong></div>
<ul>
<li>
<span>Elasticated waist</span><br>
</li>
<li><span>Hemmed bottom</span></li>
<li><span>Gentle for skin</span></li>
<li><span>Two side pockets</span></li>
<li><span>Regular fit</span></li>
<li><span>Durable stitching</span></li>
</ul>
<p><strong>Fabric: </strong>Cotton , Single jersey</p>",Ibrahim Traders ( SALE BASIS ),Minor Fault,"['consignment', 'meta-product-guide-46815']",TRUE,Color,Skin,Size,5 Years,,,IMT46815-B-Skin-5 Years,98,,0,deny,manual,499.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0671/0621/files/Untitled-10_2db99aa0-ece8-4fad-9fbf-c18c215377c8.jpg?v=1755864944,3,FALSE,,,,,,,,,,,,,,,,,,,
unisex-narrow-square-flat-top-sunglasses,Unisex Narrow Rectangle Flat-Top Sunglasses,"<p>Make a bold statement with these Unisex Narrow Rectangle Flat-Top Sunglasses, designed for a sleek and edgy look. Featuring a slim square frame with a distinctive flat-top design, these sunglasses add a touch of modern attitude to any outfit.</p>
<p><strong>Features:</strong></p>
<ul>
<li>
<strong data-end=""698"" data-start=""682"">Nose Bridge:</strong> Flat-top design for a sharp, clean silhouette</li>
<li>
<strong data-end=""616"" data-start=""598"">Temple Design:</strong> Thick, straight, and bold temple arms.</li>
<li>
<strong data-end=""819"" data-start=""805"">Lens Type:</strong> Tinted lenses with UV400 protection<strong data-start=""803"" data-end=""811""></strong>
</li>
<li data-start=""801"" data-end=""860"">
<p data-start=""803"" data-end=""860""><strong data-start=""803"" data-end=""811"">Fit:</strong> Unisex design suitable for various face shapes</p>
</li>
</ul>
<p><strong>Material:</strong> Plastic </p>",Muhammad Subhan (Sale Basis),Eyewear,['consignment'],TRUE,Color,Black,,,,,MDS46603-Black,40,,0,deny,manual,549.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0671/0621/files/Sakafosh-3.jpg?v=1753275773,1,FALSE,,,,,,,,,,,,,,,,,,,
unisex-narrow-square-flat-top-sunglasses,Unisex Narrow Rectangle Flat-Top Sunglasses,"<p>Make a bold statement with these Unisex Narrow Rectangle Flat-Top Sunglasses, designed for a sleek and edgy look. Featuring a slim square frame with a distinctive flat-top design, these sunglasses add a touch of modern attitude to any outfit.</p>
<p><strong>Features:</strong></p>
<ul>
<li>
<strong data-end=""698"" data-start=""682"">Nose Bridge:</strong> Flat-top design for a sharp, clean silhouette</li>
<li>
<strong data-end=""616"" data-start=""598"">Temple Design:</strong> Thick, straight, and bold temple arms.</li>
<li>
<strong data-end=""819"" data-start=""805"">Lens Type:</strong> Tinted lenses with UV400 protection<strong data-start=""803"" data-end=""811""></strong>
</li>
<li data-start=""801"" data-end=""860"">
<p data-start=""803"" data-end=""860""><strong data-start=""803"" data-end=""811"">Fit:</strong> Unisex design suitable for various face shapes</p>
</li>
</ul>
<p><strong>Material:</strong> Plastic </p>",Muhammad Subhan (Sale Basis),Eyewear,['consignment'],TRUE,Color,Brown,,,,,MDS46603-Brown,40,,0,deny,manual,549.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0671/0621/files/Sakafosh-White.jpg?v=1753289935,2,FALSE,,,,,,,,,,,,,,,,,,,
unisex-narrow-square-flat-top-sunglasses,Unisex Narrow Rectangle Flat-Top Sunglasses,"<p>Make a bold statement with these Unisex Narrow Rectangle Flat-Top Sunglasses, designed for a sleek and edgy look. Featuring a slim square frame with a distinctive flat-top design, these sunglasses add a touch of modern attitude to any outfit.</p>
<p><strong>Features:</strong></p>
<ul>
<li>
<strong data-end=""698"" data-start=""682"">Nose Bridge:</strong> Flat-top design for a sharp, clean silhouette</li>
<li>
<strong data-end=""616"" data-start=""598"">Temple Design:</strong> Thick, straight, and bold temple arms.</li>
<li>
<strong data-end=""819"" data-start=""805"">Lens Type:</strong> Tinted lenses with UV400 protection<strong data-start=""803"" data-end=""811""></strong>
</li>
<li data-start=""801"" data-end=""860"">
<p data-start=""803"" data-end=""860""><strong data-start=""803"" data-end=""811"">Fit:</strong> Unisex design suitable for various face shapes</p>
</li>
</ul>
<p><strong>Material:</strong> Plastic </p>",Muhammad Subhan (Sale Basis),Eyewear,['consignment'],TRUE,Color,White,,,,,MDS46603-White,40,,0,deny,manual,549.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0671/0621/files/Sakafosh-1.jpg?v=1753289940,3,FALSE,,,,,,,,,,,,,,,,,,,
polo-republica-mens-eindhoven-soft-flip-flops-slippers,Polo Republica Men's Eindhoven Soft Flip Flops,"<p><span>Please look at the size guide before completing your order, as sizes vary from brand to brand.</span></p>
<p>Whether you're headed to the beach or a barbecue, finish off your summer style with the  flip-flops These flip-flops feature the signature thong strap for easy on and off as well as comfortable wear.<br></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Soft and smooth</li>
<li data-mce-fragment=""1"">Perfect for casual wear</li>
<li data-mce-fragment=""1"">Sturdy straps </li>
</ul>
<p><strong data-mce-fragment=""1"">Material: </strong><span data-mce-fragment=""1"">PVC Sole</span></p>",Hamza Traders (Sale Basis),Men's Shoes,"['consignment', 'DPID-438980984', 'DSYNC', 'es24', 'meta-product-guide-mens-footwear', 'ss3', 'vclr']",TRUE,Color,Black & Yellow,Size,EUR 40,,,HMT41761-Black & Yellow-EUR-40,272,,0,deny,manual,499.00,899.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0671/0621/files/DSC7967.jpg?v=1750079680,1,FALSE,,,,,,,,,,,,,,,,,,,
polo-republica-mens-eindhoven-soft-flip-flops-slippers,Polo Republica Men's Eindhoven Soft Flip Flops,"<p><span>Please look at the size guide before completing your order, as sizes vary from brand to brand.</span></p>
<p>Whether you're headed to the beach or a barbecue, finish off your summer style with the  flip-flops These flip-flops feature the signature thong strap for easy on and off as well as comfortable wear.<br></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Soft and smooth</li>
<li data-mce-fragment=""1"">Perfect for casual wear</li>
<li data-mce-fragment=""1"">Sturdy straps </li>
</ul>
<p><strong data-mce-fragment=""1"">Material: </strong><span data-mce-fragment=""1"">PVC Sole</span></p>",Hamza Traders (Sale Basis),Men's Shoes,"['consignment', 'DPID-438980984', 'DSYNC', 'es24', 'meta-product-guide-mens-footwear', 'ss3', 'vclr']",TRUE,Color,Black & Yellow,Size,EUR 41,,,HMT41761-Black & Yellow-EUR-41,272,,0,deny,manual,499.00,899.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0671/0621/files/DSC7958_78c5661c-c615-47d1-867f-fe6fa6595764.jpg?v=1750079680,2,FALSE,,,,,,,,,,,,,,,,,,,
polo-republica-mens-eindhoven-soft-flip-flops-slippers,Polo Republica Men's Eindhoven Soft Flip Flops,"<p><span>Please look at the size guide before completing your order, as sizes vary from brand to brand.</span></p>
<p>Whether you're headed to the beach or a barbecue, finish off your summer style with the  flip-flops These flip-flops feature the signature thong strap for easy on and off as well as comfortable wear.<br></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Soft and smooth</li>
<li data-mce-fragment=""1"">Perfect for casual wear</li>
<li data-mce-fragment=""1"">Sturdy straps </li>
</ul>
<p><strong data-mce-fragment=""1"">Material: </strong><span data-mce-fragment=""1"">PVC Sole</span></p>",Hamza Traders (Sale Basis),Men's Shoes,"['consignment', 'DPID-438980984', 'DSYNC', 'es24', 'meta-product-guide-mens-footwear', 'ss3', 'vclr']",TRUE,Color,Black & Yellow,Size,EUR 42,,,HMT41761-Black & Yellow-EUR-42,272,,0,deny,manual,499.00,899.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0671/0621/files/DSC7953.jpg?v=1750079680,3,FALSE,,,,,,,,,,,,,,,,,,,
polo-republica-mens-eindhoven-soft-flip-flops-slippers,Polo Republica Men's Eindhoven Soft Flip Flops,"<p><span>Please look at the size guide before completing your order, as sizes vary from brand to brand.</span></p>
<p>Whether you're headed to the beach or a barbecue, finish off your summer style with the  flip-flops These flip-flops feature the signature thong strap for easy on and off as well as comfortable wear.<br></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Soft and smooth</li>
<li data-mce-fragment=""1"">Perfect for casual wear</li>
<li data-mce-fragment=""1"">Sturdy straps </li>
</ul>
<p><strong data-mce-fragment=""1"">Material: </strong><span data-mce-fragment=""1"">PVC Sole</span></p>",Hamza Traders (Sale Basis),Men's Shoes,"['consignment', 'DPID-438980984', 'DSYNC', 'es24', 'meta-product-guide-mens-footwear', 'ss3', 'vclr']",TRUE,Color,Black & Yellow,Size,EUR 43,,,HMT41761-Black & Yellow-EUR-43,272,,0,deny,manual,499.00,899.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0671/0621/files/DSC7956.jpg?v=1750079680,4,FALSE,,,,,,,,,,,,,,,,,,,
polo-republica-mens-eindhoven-soft-flip-flops-slippers,Polo Republica Men's Eindhoven Soft Flip Flops,"<p><span>Please look at the size guide before completing your order, as sizes vary from brand to brand.</span></p>
<p>Whether you're headed to the beach or a barbecue, finish off your summer style with the  flip-flops These flip-flops feature the signature thong strap for easy on and off as well as comfortable wear.<br></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Soft and smooth</li>
<li data-mce-fragment=""1"">Perfect for casual wear</li>
<li data-mce-fragment=""1"">Sturdy straps </li>
</ul>
<p><strong data-mce-fragment=""1"">Material: </strong><span data-mce-fragment=""1"">PVC Sole</span></p>",Hamza Traders (Sale Basis),Men's Shoes,"['consignment', 'DPID-438980984', 'DSYNC', 'es24', 'meta-product-guide-mens-footwear', 'ss3', 'vclr']",TRUE,Color,Black & Yellow,Size,EUR 44,,,HMT41761-Black & Yellow-EUR-44,272,,0,deny,manual,499.00,899.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0671/0621/files/DSC7959.jpg?v=1750079680,5,FALSE,,,,,,,,,,,,,,,,,,,
